session_time(in seconds),pages_viewed,past_visits,traffic_source,user_device,did_convert
227.0473132889844,3,1,direct,Mobile,0
130.56908772769233,3,0,ads,Mobile,0
68.31871014577524,5,1,direct,Mobile,0
105.60339103754697,4,0,ads,Desktop,0
340.36364346161116,3,2,direct,Mobile,0
3.4795391329930263,4,3,direct,Desktop,0
29.61129413759425,3,1,direct,Mobile,0
11.302650468604927,3,2,direct,Mobile,0
9.979548460150182,4,0,direct,Mobile,1
464.20872806775805,3,2,referral,Desktop,1
291.8977468081652,1,1,ads,Desktop,0
154.26830265909416,3,0,direct,Desktop,0
24.709660427475182,2,0,direct,Desktop,0
162.36431179133598,2,1,direct,Desktop,1
153.9480797026491,4,0,ads,Desktop,0
45.646731072053996,4,0,referral,Mobile,1
136.53579151255772,1,1,ads,Mobile,0
122.00078749996965,7,2,direct,Mobile,1
229.6133838991523,3,1,direct,Desktop,0
241.9474886498189,2,1,direct,Desktop,0
11.126957764928335,6,1,ads,Desktop,0
112.65216111721476,0,0,direct,Mobile,0
235.94999874785483,6,1,referral,Mobile,0
167.86546862586954,3,1,referral,Mobile,1
465.9238687621053,3,1,referral,Mobile,1
257.9939433731995,5,0,direct,Mobile,1
42.684688504153755,5,2,referral,Mobile,1
17.563784701497802,2,1,direct,Desktop,0
246.81459530613387,4,0,ads,Mobile,1
6.448577440174663,3,1,direct,Desktop,0
211.52337067374975,6,0,direct,Desktop,1
676.1413092929164,1,2,direct,Mobile,0
205.62778693861068,3,1,ads,Mobile,1
117.91216613373774,5,1,direct,Desktop,0
247.39851788279566,3,1,referral,Desktop,1
147.1094337722619,2,2,direct,Mobile,1
189.31544653831685,0,1,direct,Mobile,0
681.1505150959198,1,0,referral,Desktop,1
117.1026065640449,4,1,direct,Mobile,1
779.7820467616209,6,1,referral,Mobile,1
565.8182841047806,2,2,ads,Desktop,0
52.295102625708,4,1,ads,Desktop,0
17.252197272757684,1,0,direct,Mobile,1
25.49408051559125,1,1,referral,Desktop,1
4.413573083336089,9,0,ads,Desktop,1
23.809202797380994,2,1,ads,Desktop,0
275.7299694185201,2,0,direct,Mobile,1
17.723910467142485,3,1,referral,Mobile,0
92.19772519076844,4,1,ads,Mobile,0
447.2462496233465,2,1,referral,Mobile,0
5.651280763370762,1,1,ads,Desktop,0
404.28732148463007,2,1,referral,Desktop,0
79.46003204151107,1,3,direct,Desktop,1
30.180028758985834,0,2,direct,Mobile,0
286.3572980255792,3,0,direct,Desktop,0
237.93580234397288,2,1,direct,Mobile,0
503.85979538086724,6,0,ads,Mobile,1
318.79045890345606,2,1,referral,Mobile,1
390.47899343855477,2,1,ads,Mobile,0
79.52012695361725,2,1,referral,Mobile,0
46.87999104970727,6,1,direct,Mobile,1
333.3015350413019,1,2,direct,Mobile,0
394.6102039784207,4,1,ads,Desktop,1
1117.6811736336554,4,0,referral,Mobile,1
127.69904499662519,2,0,referral,Desktop,0
111.65853887081585,3,0,ads,Mobile,0
359.5090808024609,0,3,direct,Mobile,1
100.01608102338075,3,3,ads,Desktop,1
640.8331018558383,4,0,ads,Mobile,0
469.1613977198998,2,1,direct,Mobile,1
134.4853462661183,4,1,direct,Desktop,1
333.54833195891064,0,2,ads,Mobile,0
337.1119168452041,2,0,referral,Desktop,1
26.121004513612323,4,1,direct,Mobile,0
558.8269634082317,4,0,referral,Mobile,1
168.88979754162105,2,0,referral,Desktop,0
420.3198138055992,3,0,ads,Mobile,1
92.57650227948199,4,2,ads,Mobile,0
542.1097234910222,4,2,ads,Mobile,0
118.3172289744411,3,1,ads,Mobile,0
2.615233587642115,3,1,direct,Desktop,1
565.8977512709889,3,0,ads,Desktop,1
22.974146531634062,2,0,direct,Desktop,1
92.31687201240933,3,0,direct,Mobile,0
719.2733719651885,4,1,ads,Desktop,1
721.9078896249575,5,1,referral,Mobile,1
204.4793498532633,5,2,ads,Desktop,0
239.8152192937259,1,0,direct,Desktop,1
142.80351926948583,5,1,ads,Mobile,0
83.28546689908728,4,0,direct,Desktop,1
95.63672029209354,2,3,direct,Desktop,1
267.91765918284153,2,2,referral,Desktop,1
335.00108967913854,1,2,direct,Desktop,0
376.3668998930757,3,0,referral,Desktop,1
374.11944764369804,5,1,ads,Desktop,1
22.952867169676665,1,1,referral,Desktop,1
163.69190317760544,2,2,direct,Mobile,1
14.227609547697071,3,1,direct,Desktop,0
191.3907157668943,3,2,referral,Mobile,1
139.81326599694805,3,0,referral,Desktop,0
524.7884794129923,3,1,referral,Desktop,0
103.72598867229242,5,0,direct,Mobile,0
29.881434612588208,4,1,ads,Desktop,1
37.03383709010865,3,5,direct,Desktop,1
344.0233312989825,5,0,referral,Mobile,1
231.0973631395284,4,1,referral,Mobile,1
25.586090938892507,1,1,direct,Mobile,0
21.08532520046522,3,0,ads,Desktop,1
289.73003319674393,3,0,referral,Mobile,0
18.131061486191314,1,0,referral,Desktop,1
414.0446049140595,5,0,referral,Mobile,1
293.99994075120117,3,2,ads,Mobile,0
20.363700139274894,2,2,referral,Mobile,1
21.276928266673607,3,0,direct,Mobile,1
1035.710054893942,3,0,direct,Mobile,1
112.5210198125495,3,1,direct,Mobile,1
111.133262514075,1,1,direct,Desktop,1
402.13809678784247,5,2,ads,Mobile,1
706.1194891111785,1,0,referral,Desktop,0
1024.5057455044762,4,0,ads,Mobile,1
335.975815227922,2,2,direct,Mobile,1
113.28503990859015,3,3,referral,Mobile,1
20.92655848750974,4,1,ads,Desktop,1
360.29820970911015,3,3,direct,Mobile,1
196.16649781475832,8,0,referral,Mobile,1
132.4879500731937,2,1,ads,Desktop,0
568.3770421147417,2,1,ads,Desktop,1
28.29124991325126,1,1,ads,Mobile,0
162.84122624950902,1,0,ads,Desktop,0
2.7404614638100004,5,0,referral,Desktop,1
151.7650486999023,2,4,direct,Desktop,0
13.908103455822186,0,0,ads,Mobile,0
30.35783902348109,2,1,ads,Mobile,0
30.006295681789506,5,1,referral,Desktop,1
251.41641273767317,4,0,direct,Mobile,1
328.9434522231535,4,1,referral,Desktop,1
210.13290652868844,4,0,referral,Mobile,1
785.9328501845705,4,1,direct,Mobile,1
112.75117870086413,1,0,ads,Desktop,0
80.7525977809341,3,2,referral,Mobile,1
487.0806091608551,1,2,referral,Mobile,0
60.73969625564481,4,0,direct,Desktop,1
792.6888255004586,4,2,direct,Mobile,0
2.9349466461526337,3,0,referral,Desktop,1
840.6064614910756,3,0,referral,Mobile,1
10.588559668440455,3,0,direct,Mobile,1
532.2530949984022,4,0,direct,Mobile,0
180.03438008385368,2,1,direct,Desktop,1
1189.638865902248,3,3,referral,Mobile,1
18.398730229069184,4,0,ads,Mobile,1
193.7063192960037,5,2,ads,Desktop,1
836.0580531014413,2,0,ads,Desktop,0
177.70654396345054,2,0,referral,Desktop,0
238.23078969148497,1,1,referral,Mobile,1
285.5762971480258,2,0,direct,Mobile,1
145.4706613624682,4,0,ads,Desktop,0
237.0418015219253,2,1,referral,Desktop,0
210.67820683338135,2,1,ads,Desktop,0
555.4158646758353,4,1,referral,Desktop,0
11.162750818435434,3,1,direct,Desktop,1
79.16225421570203,4,1,direct,Mobile,0
720.9590414066234,1,0,ads,Desktop,1
530.3221988288367,3,0,direct,Desktop,0
145.9620628703088,6,0,direct,Desktop,1
232.30392689735453,3,0,ads,Desktop,0
77.96962077483123,1,0,referral,Mobile,0
50.01699874465548,3,1,direct,Desktop,0
149.5340637129837,6,1,direct,Mobile,1
104.628848308016,4,5,direct,Mobile,1
210.2984894415943,4,2,referral,Mobile,1
19.42134826396435,1,1,ads,Desktop,0
879.5904294054162,5,2,direct,Desktop,1
1028.1277381326092,0,1,ads,Desktop,0
287.48733165906947,5,2,direct,Mobile,1
184.33882425890158,2,0,direct,Mobile,0
88.8910323730464,0,0,ads,Desktop,0
403.4177201971192,3,2,direct,Mobile,0
277.03910007571574,6,0,ads,Mobile,0
42.59367698411721,3,2,ads,Desktop,1
580.3922620797906,2,0,direct,Mobile,0
414.95868272814516,2,3,referral,Mobile,0
718.0172460080247,2,1,referral,Mobile,0
310.46496100707225,3,2,ads,Desktop,0
228.09696470192947,7,0,referral,Desktop,1
130.0086015823472,0,2,referral,Desktop,1
647.7644067713084,3,1,direct,Desktop,1
482.49417121126083,3,0,referral,Mobile,0
11.105505276749469,4,0,direct,Desktop,0
6.412996047962728,3,2,direct,Mobile,0
113.36346277998308,3,2,ads,Mobile,0
399.2754535190607,3,0,direct,Mobile,0
1047.4261123728402,3,0,direct,Desktop,1
39.122282384275124,7,0,referral,Desktop,1
216.41379125177656,2,1,ads,Mobile,0
115.07368794194306,2,0,direct,Mobile,1
840.890053050231,3,1,direct,Desktop,1
443.0191697840723,3,1,direct,Mobile,0
437.32561115276576,4,0,direct,Desktop,0
151.77973707354565,2,0,referral,Mobile,0
128.60038471856376,3,0,referral,Mobile,0
76.65333411601469,3,0,referral,Mobile,1
13.926471322760692,3,2,referral,Mobile,1
480.1022736007945,2,1,ads,Desktop,0
402.26818541998153,3,0,referral,Desktop,0
1961.3869434763399,1,0,ads,Mobile,0
1366.76961617864,5,1,referral,Desktop,1
194.55638223393456,4,2,ads,Desktop,0
351.6679416495026,3,1,referral,Mobile,0
695.0812038898646,4,2,referral,Mobile,1
454.74528353021896,3,0,ads,Desktop,1
68.19658669947516,3,0,direct,Mobile,0
143.71843857596747,4,0,referral,Mobile,1
33.19112263514128,3,0,ads,Desktop,0
739.2537087460101,4,2,ads,Desktop,1
223.64344862126836,2,0,referral,Mobile,1
62.30489410043609,5,0,referral,Mobile,1
267.3190894015801,4,0,direct,Mobile,1
231.0409043383372,2,0,ads,Mobile,1
106.42091095130546,3,1,direct,Mobile,0
28.929389135632626,4,2,ads,Mobile,1
267.2259080445845,4,0,direct,Mobile,0
176.30650180464906,4,1,direct,Desktop,0
355.1536994305236,5,0,direct,Mobile,1
176.23436650164362,2,0,referral,Mobile,1
458.82482671403613,3,1,direct,Mobile,0
192.660988565157,3,1,direct,Mobile,1
197.5474994352353,3,0,direct,Mobile,0
502.2620743751452,2,0,direct,Mobile,0
123.99535535714809,3,0,direct,Mobile,1
34.53310929367175,2,1,direct,Mobile,0
7.009205143702724,6,2,ads,Desktop,0
337.69378863902057,4,2,referral,Mobile,1
232.41575209456312,2,2,referral,Mobile,1
292.23968347149037,1,1,ads,Mobile,0
57.47555843842643,4,1,referral,Desktop,0
35.187012294786875,4,2,ads,Desktop,1
3.5163543037605076,2,3,direct,Mobile,1
103.60494276361662,6,2,referral,Mobile,1
213.9353701595867,3,1,direct,Mobile,1
119.51564821467616,0,0,referral,Mobile,1
138.0766950788235,3,2,referral,Mobile,1
562.814765515546,1,1,direct,Mobile,0
102.74462746202681,2,2,ads,Mobile,0
173.16600673735707,3,2,referral,Mobile,0
367.4092170527284,2,0,direct,Mobile,0
121.21923151180313,3,0,referral,Desktop,1
233.54171408474048,3,1,ads,Mobile,1
475.95375448423357,2,0,direct,Desktop,0
716.6856996899203,5,0,direct,Mobile,1
38.17965103556063,1,1,ads,Mobile,0
626.799063130099,3,1,ads,Desktop,1
162.60066743892736,3,2,direct,Mobile,1
71.69650904433499,3,0,ads,Mobile,1
147.5008721689674,4,3,direct,Mobile,1
939.276743419342,4,4,ads,Mobile,1
162.83791024016634,1,1,referral,Mobile,0
95.66784770411995,4,1,ads,Mobile,1
240.8367057498383,2,1,ads,Mobile,0
65.91083225174471,1,1,direct,Mobile,0
18.934873194296408,3,1,direct,Mobile,0
33.11405273097981,4,1,referral,Mobile,0
32.88442177608171,0,1,direct,Desktop,1
39.54237637360151,4,1,referral,Mobile,0
35.87041585620397,3,3,ads,Desktop,0
245.78017225819355,4,0,direct,Desktop,1
48.17912568827559,0,1,referral,Mobile,0
101.79343579075325,2,1,direct,Mobile,0
545.0337900308059,6,2,referral,Mobile,1
154.17147399518248,4,1,direct,Mobile,0
264.3093800765713,4,0,direct,Desktop,1
45.39084410717196,2,0,ads,Mobile,1
51.252235438822815,1,1,ads,Mobile,0
10.014531052215673,2,1,ads,Mobile,0
44.41136257573941,3,0,ads,Desktop,0
78.37154847147492,2,0,referral,Mobile,0
46.754836195945906,4,0,ads,Desktop,0
22.292617886488216,3,1,direct,Desktop,0
30.853491238404608,3,3,direct,Mobile,0
148.23104240769098,1,1,direct,Mobile,0
55.46212952282318,3,1,direct,Mobile,1
108.71546772262045,4,0,direct,Mobile,1
168.0012443314393,3,1,direct,Desktop,1
281.3897841630101,2,1,referral,Mobile,0
9.625375224003703,2,2,direct,Mobile,0
385.5586185182687,4,2,ads,Mobile,0
237.26248568815114,1,1,referral,Mobile,0
20.470903290320223,4,0,ads,Mobile,0
496.35232763714174,1,1,direct,Mobile,0
608.8064511309427,2,2,referral,Mobile,1
15.125478614439217,1,0,referral,Mobile,0
77.80244235087619,1,0,ads,Mobile,0
393.8244439743942,2,0,direct,Mobile,0
331.045737651434,4,0,direct,Mobile,1
48.95511169483211,3,1,direct,Mobile,0
56.37576748356798,4,1,direct,Mobile,1
111.06842640584874,2,2,referral,Mobile,1
159.03901552046744,3,3,ads,Mobile,0
231.12044017405248,5,2,direct,Mobile,1
110.47501512008428,5,1,direct,Mobile,1
149.01386621302024,3,0,direct,Mobile,0
330.29494569356217,4,1,direct,Mobile,1
8.969508557154832,4,0,ads,Mobile,0
69.82478925177533,3,1,ads,Mobile,0
299.8780499894462,2,0,direct,Mobile,1
541.3840210393472,3,1,direct,Desktop,1
172.0269869300162,3,0,ads,Mobile,0
